Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/japanese-50x50-allk-160d_output.txt,0.15625,0.113208,0.1,0.0
outputs/mitchell-50x50-allk-75d_output.txt,0.6,0.190476,0.1,0.0
outputs/all-50x50-100k-50d_output.txt,0.15704,0.124324,0.1,0.0
outputs/japanese-50x50-allk-45d_output.txt,0.90625,0.735849,0.1,0.0
outputs/all-50x50-200k-100d_output.txt,0.411552,0.243243,0.1,0.0
outputs/japanese-50x50-allk-25d_output.txt,0.79375,0.641509,0.1,0.0
outputs/japanese-50x50-allk-60d_output.txt,0.89375,0.660377,0.1,0.0
outputs/mitchell-50x50-allk-60d_output.txt,0.472,0.333333,0.1,0.0
outputs/mitchell-50x50-allk-95d_output.txt,0.248,0.261905,0.1,0.0
outputs/mitchell-50x50-allk-70d_output.txt,0.56,0.119048,0.1,0.0
outputs/japanese-50x50-allk-185d_output.txt,0.75625,0.226415,0.1,0.0
outputs/japanese-50x50-allk-165d_output.txt,0.5,0.264151,0.1,0.0
outputs/japanese-50x50-allk-99v_output.txt,0.875,0.509434,0.1,0.0
outputs/japanese-50x50-allk-105d_output.txt,0.9125,0.603774,0.1,0.0
outputs/japanese-50x50-allk-150d_output.txt,0.69375,0.415094,0.1,0.0
outputs/mitchell-50x50-allk-10d_output.txt,0.28,0.190476,0.1,0.0
outputs/japanese-50x50-allk-130d_output.txt,0.73125,0.509434,0.1,0.0
outputs/japanese-50x50-allk-70d_output.txt,0.95,0.792453,0.1,0.0
outputs/japanese-50x50-allk-35d_output.txt,0.9125,0.641509,0.1,0.0
outputs/japanese-50x50-allk-55d_output.txt,0.91875,0.716981,0.1,0.0
outputs/mitchell-50x50-allk-125d_output.txt,0.584,0.214286,0.1,0.0
outputs/mitchell-50x50-allk-80d_output.txt,0.392,0.142857,0.1,0.0
outputs/japanese-50x50-allk-140d_output.txt,0.70625,0.54717,0.1,0.0
outputs/japanese-50x50-allk-195d_output.txt,0.8,0.188679,0.1,0.0
outputs/mitchell-50x50-allk-115d_output.txt,0.68,0.261905,0.1,0.0
outputs/mitchell-50x50-allk-50d_output.txt,0.432,0.261905,0.1,0.0
outputs/japanese-50x50-allk-95d_output.txt,0.8875,0.641509,0.1,0.0
outputs/japanese-50x50-allk-120d_output.txt,0.9,0.528302,0.1,0.0
outputs/japanese-50x50-allk-190d_output.txt,0.61875,0.226415,0.1,0.0
outputs/japanese-50x50-allk-40d_output.txt,0.95,0.698113,0.1,0.0
outputs/mitchell-50x50-allk-20d_output.txt,0.264,0.238095,0.1,0.0
outputs/japanese-50x50-allk-15d_output.txt,0.74375,0.490566,0.1,0.0
outputs/japanese-50x50-allk-205d_output.txt,0.50625,0.207547,0.1,0.0
,,0.380060731579
