Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/filtered-50x50-400k-200d_output.txt,0.722477,0.324138,0.1,0.0
outputs/japanese-50x50-allk-110d_output.txt,0.91875,0.603774,0.1,0.0
outputs/mitchell-50x50-allk-105d_output.txt,0.688,0.238095,0.1,0.0
outputs/japanese-50x50-200k-100d_output.txt,0.93125,0.716981,0.1,0.0
outputs/mitchell-50x50-allk-40d_output.txt,0.432,0.166667,0.1,0.0
outputs/japanese-50x50-allk-100d_output.txt,0.93125,0.716981,0.1,0.0
outputs/japanese-50x50-allk-20d_output.txt,0.80625,0.566038,0.1,0.0
outputs/mitchell-50x50-allk-120d_output.txt,0.656,0.261905,0.1,0.0
outputs/japanese-50x50-allk-200d_output.txt,0.6125,0.132075,0.1,0.0
outputs/japanese-50x50-allk-75d_output.txt,0.925,0.811321,0.1,0.0
outputs/japanese-50x50-allk-50d_output.txt,0.90625,0.622642,0.1,0.0
outputs/japanese-50x50-allk-85d_output.txt,0.94375,0.792453,0.1,0.0
outputs/mitchell-50x50-allk-110d_output.txt,0.632,0.214286,0.1,0.0
outputs/japanese-50x50-allk-175d_output.txt,0.15,0.150943,0.1,0.0
outputs/mitchell-50x50-allk-45d_output.txt,0.712,0.166667,0.1,0.0
outputs/filtered-50x50-100k-50d_output.txt,0.238532,0.186207,0.1,0.0
outputs/japanese-50x50-allk-30d_output.txt,0.88125,0.641509,0.1,0.0
outputs/japanese-50x50-allk-180d_output.txt,0.75625,0.207547,0.1,0.0
outputs/japanese-50x50-allk-80d_output.txt,0.925,0.698113,0.1,0.0
outputs/japanese-50x50-allk-5d_output.txt,0.15625,0.0943396,0.1,0.0
outputs/mitchell-50x50-allk-15d_output.txt,0.272,0.214286,0.1,0.0
outputs/japanese-50x50-allk-10d_output.txt,0.19375,0.169811,0.1,0.0
outputs/mitchell-50x50-allk-5d_output.txt,0.272,0.190476,0.1,0.0
outputs/japanese-50x50-100k-50d_output.txt,0.89375,0.698113,0.1,0.0
outputs/japanese-50x50-allk-210d_output.txt,0.6375,0.132075,0.1,0.0
outputs/japanese-50x50-allk-155d_output.txt,0.85,0.301887,0.1,0.0
outputs/japanese-50x50-allk-170d_output.txt,0.3875,0.188679,0.1,0.0
outputs/japanese-50x50-allk-135d_output.txt,0.88125,0.396226,0.1,0.0
outputs/mitchell-50x50-allk-30d_output.txt,0.288,0.214286,0.1,0.0
outputs/japanese-50x50-allk-65d_output.txt,0.94375,0.754717,0.1,0.0
outputs/mitchell-50x50-allk-25d_output.txt,0.272,0.380952,0.1,0.0
outputs/mitchell-50x50-allk-65d_output.txt,0.368,0.333333,0.1,0.0
outputs/filtered-50x50-200k-100d_output.txt,0.513761,0.324138,0.1,0.0
outputs/mitchell-50x50-allk-100d_output.txt,0.24,0.285714,0.1,0.0
outputs/all-50x50-400k-200d_output.txt,0.644404,0.232432,0.1,0.0
outputs/japanese-50x50-allk-115d_output.txt,0.69375,0.490566,0.1,0.0
outputs/japanese-50x50-allk-90d_output.txt,0.95,0.622642,0.1,0.0
outputs/mitchell-50x50-allk-35d_output.txt,0.432,0.166667,0.1,0.0
outputs/mitchell-50x50-allk-85d_output.txt,0.672,0.261905,0.1,0.0
outputs/mitchell-50x50-allk-55d_output.txt,0.608,0.238095,0.1,0.0
outputs/mitchell-50x50-allk-90d_output.txt,0.696,0.166667,0.1,0.0
outputs/japanese-50x50-allk-145d_output.txt,0.70625,0.358491,0.1,0.0
outputs/japanese-50x50-allk-125d_output.txt,0.8875,0.509434,0.1,0.0
