Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/filtered-50x50-400k-200d_output.txt,0.130734,0.0896552,0.7,0.0
outputs/japanese-50x50-allk-110d_output.txt,0.9,0.584906,0.7,0.0
outputs/mitchell-50x50-allk-105d_output.txt,0.776,0.238095,0.7,0.0
outputs/japanese-50x50-200k-100d_output.txt,0.94375,0.773585,0.7,0.0
outputs/mitchell-50x50-allk-40d_output.txt,0.536,0.190476,0.7,0.0
outputs/japanese-50x50-allk-100d_output.txt,0.91875,0.641509,0.7,0.0
outputs/japanese-50x50-allk-20d_output.txt,0.71875,0.622642,0.7,0.0
outputs/mitchell-50x50-allk-120d_output.txt,0.792,0.261905,0.7,0.0
outputs/japanese-50x50-allk-200d_output.txt,0.3125,0.169811,0.7,0.0
outputs/japanese-50x50-allk-75d_output.txt,0.91875,0.792453,0.7,0.0
outputs/japanese-50x50-allk-50d_output.txt,0.925,0.698113,0.7,0.0
outputs/japanese-50x50-allk-85d_output.txt,0.93125,0.641509,0.7,0.0
outputs/mitchell-50x50-allk-110d_output.txt,0.744,0.190476,0.7,0.0
outputs/japanese-50x50-allk-175d_output.txt,0.15625,0.132075,0.7,0.0
outputs/mitchell-50x50-allk-45d_output.txt,0.632,0.285714,0.7,0.0
outputs/filtered-50x50-100k-50d_output.txt,0.394495,0.172414,0.7,0.0
outputs/japanese-50x50-allk-30d_output.txt,0.8625,0.660377,0.7,0.0
outputs/japanese-50x50-allk-180d_output.txt,0.81875,0.264151,0.7,0.0
outputs/japanese-50x50-allk-80d_output.txt,0.93125,0.622642,0.7,0.0
outputs/japanese-50x50-allk-5d_output.txt,0.275,0.226415,0.7,0.0
outputs/mitchell-50x50-allk-15d_output.txt,0.368,0.214286,0.7,0.0
outputs/japanese-50x50-allk-10d_output.txt,0.625,0.471698,0.7,0.0
outputs/mitchell-50x50-allk-5d_output.txt,0.2,0.428571,0.7,0.0
outputs/japanese-50x50-100k-50d_output.txt,0.925,0.773585,0.7,0.0
outputs/japanese-50x50-allk-210d_output.txt,0.18125,0.132075,0.7,0.0
outputs/japanese-50x50-allk-155d_output.txt,0.83125,0.45283,0.7,0.0
outputs/japanese-50x50-allk-170d_output.txt,0.825,0.358491,0.7,0.0
outputs/japanese-50x50-allk-135d_output.txt,0.88125,0.528302,0.7,0.0
outputs/mitchell-50x50-allk-30d_output.txt,0.368,0.190476,0.7,0.0
outputs/japanese-50x50-allk-65d_output.txt,0.9125,0.754717,0.7,0.0
outputs/mitchell-50x50-allk-25d_output.txt,0.432,0.166667,0.7,0.0
outputs/mitchell-50x50-allk-65d_output.txt,0.712,0.166667,0.7,0.0
outputs/filtered-50x50-200k-100d_output.txt,0.646789,0.310345,0.7,0.0
outputs/mitchell-50x50-allk-100d_output.txt,0.76,0.166667,0.7,0.0
outputs/all-50x50-400k-200d_output.txt,0.15704,0.167568,0.7,0.0
outputs/japanese-50x50-allk-115d_output.txt,0.89375,0.471698,0.7,0.0
outputs/japanese-50x50-allk-90d_output.txt,0.91875,0.716981,0.7,0.0
outputs/mitchell-50x50-allk-35d_output.txt,0.472,0.261905,0.7,0.0
outputs/mitchell-50x50-allk-85d_output.txt,0.776,0.238095,0.7,0.0
outputs/mitchell-50x50-allk-55d_output.txt,0.76,0.285714,0.7,0.0
outputs/mitchell-50x50-allk-90d_output.txt,0.784,0.238095,0.7,0.0
outputs/japanese-50x50-allk-145d_output.txt,0.8375,0.45283,0.7,0.0
outputs/japanese-50x50-allk-125d_output.txt,0.89375,0.566038,0.7,0.0
outputs/japanese-50x50-allk-160d_output.txt,0.73125,0.358491,0.7,0.0
outputs/mitchell-50x50-allk-75d_output.txt,0.816,0.190476,0.7,0.0
outputs/all-50x50-100k-50d_output.txt,0.279783,0.140541,0.7,0.0
outputs/japanese-50x50-allk-45d_output.txt,0.9375,0.660377,0.7,0.0
outputs/all-50x50-200k-100d_output.txt,0.528881,0.210811,0.7,0.0
outputs/japanese-50x50-allk-25d_output.txt,0.90625,0.754717,0.7,0.0
outputs/japanese-50x50-allk-60d_output.txt,0.9,0.716981,0.7,0.0
outputs/mitchell-50x50-allk-60d_output.txt,0.616,0.309524,0.7,0.0
outputs/mitchell-50x50-allk-95d_output.txt,0.792,0.166667,0.7,0.0
outputs/mitchell-50x50-allk-70d_output.txt,0.696,0.261905,0.7,0.0
outputs/japanese-50x50-allk-185d_output.txt,0.2875,0.169811,0.7,0.0
