Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/filtered-50x50-400k-200d_output.txt,0.119266,0.124138,0.4,0.5
outputs/japanese-50x50-allk-110d_output.txt,0.93125,0.528302,0.4,0.5
outputs/mitchell-50x50-allk-105d_output.txt,0.768,0.238095,0.4,0.5
outputs/japanese-50x50-200k-100d_output.txt,0.86875,0.716981,0.4,0.5
outputs/mitchell-50x50-allk-40d_output.txt,0.592,0.238095,0.4,0.5
outputs/japanese-50x50-allk-100d_output.txt,0.93125,0.716981,0.4,0.5
outputs/japanese-50x50-allk-20d_output.txt,0.84375,0.698113,0.4,0.5
outputs/mitchell-50x50-allk-120d_output.txt,0.784,0.238095,0.4,0.5
outputs/japanese-50x50-allk-200d_output.txt,0.15625,0.113208,0.4,0.5
outputs/japanese-50x50-allk-75d_output.txt,0.90625,0.54717,0.4,0.5
outputs/japanese-50x50-allk-50d_output.txt,0.925,0.754717,0.4,0.5
outputs/japanese-50x50-allk-85d_output.txt,0.91875,0.641509,0.4,0.5
outputs/mitchell-50x50-allk-110d_output.txt,0.744,0.142857,0.4,0.5
outputs/japanese-50x50-allk-175d_output.txt,0.15,0.150943,0.4,0.5
outputs/mitchell-50x50-allk-45d_output.txt,0.696,0.166667,0.4,0.5
outputs/filtered-50x50-100k-50d_output.txt,0.325688,0.2,0.4,0.5
outputs/japanese-50x50-allk-30d_output.txt,0.9,0.792453,0.4,0.5
outputs/japanese-50x50-allk-180d_output.txt,0.15,0.150943,0.4,0.5
outputs/japanese-50x50-allk-80d_output.txt,0.925,0.641509,0.4,0.5
outputs/japanese-50x50-allk-5d_output.txt,0.28125,0.245283,0.4,0.5
outputs/mitchell-50x50-allk-15d_output.txt,0.312,0.333333,0.4,0.5
outputs/japanese-50x50-allk-10d_output.txt,0.5875,0.301887,0.4,0.5
outputs/mitchell-50x50-allk-5d_output.txt,0.28,0.238095,0.4,0.5
outputs/japanese-50x50-100k-50d_output.txt,0.8875,0.830189,0.4,0.5
outputs/japanese-50x50-allk-210d_output.txt,0.15,0.188679,0.4,0.5
outputs/japanese-50x50-allk-155d_output.txt,0.15,0.0943396,0.4,0.5
outputs/japanese-50x50-allk-170d_output.txt,0.18125,0.0754717,0.4,0.5
outputs/japanese-50x50-allk-135d_output.txt,0.73125,0.509434,0.4,0.5
outputs/mitchell-50x50-allk-30d_output.txt,0.512,0.142857,0.4,0.5
outputs/japanese-50x50-allk-65d_output.txt,0.95625,0.735849,0.4,0.5
outputs/mitchell-50x50-allk-25d_output.txt,0.416,0.238095,0.4,0.5
outputs/mitchell-50x50-allk-65d_output.txt,0.728,0.261905,0.4,0.5
outputs/filtered-50x50-200k-100d_output.txt,0.633028,0.324138,0.4,0.5
outputs/mitchell-50x50-allk-100d_output.txt,0.792,0.166667,0.4,0.5
outputs/all-50x50-400k-200d_output.txt,0.138989,0.140541,0.4,0.5
outputs/japanese-50x50-allk-115d_output.txt,0.91875,0.54717,0.4,0.5
outputs/japanese-50x50-allk-90d_output.txt,0.925,0.603774,0.4,0.5
outputs/mitchell-50x50-allk-35d_output.txt,0.528,0.214286,0.4,0.5
outputs/mitchell-50x50-allk-85d_output.txt,0.776,0.261905,0.4,0.5
outputs/mitchell-50x50-allk-55d_output.txt,0.808,0.119048,0.4,0.5
outputs/mitchell-50x50-allk-90d_output.txt,0.768,0.142857,0.4,0.5
outputs/japanese-50x50-allk-145d_output.txt,0.1375,0.150943,0.4,0.5
outputs/japanese-50x50-allk-125d_output.txt,0.85625,0.566038,0.4,0.5
outputs/japanese-50x50-allk-160d_output.txt,0.15,0.132075,0.4,0.5
outputs/mitchell-50x50-allk-75d_output.txt,0.72,0.190476,0.4,0.5
outputs/all-50x50-100k-50d_output.txt,0.223827,0.0756757,0.4,0.5
outputs/japanese-50x50-allk-45d_output.txt,0.925,0.54717,0.4,0.5
outputs/all-50x50-200k-100d_output.txt,0.532491,0.232432,0.4,0.5
outputs/japanese-50x50-allk-25d_output.txt,0.88125,0.886792,0.4,0.5
outputs/japanese-50x50-allk-60d_output.txt,0.93125,0.679245,0.4,0.5
outputs/mitchell-50x50-allk-60d_output.txt,0.736,0.214286,0.4,0.5
outputs/mitchell-50x50-allk-95d_output.txt,0.744,0.238095,0.4,0.5
outputs/mitchell-50x50-allk-70d_output.txt,0.776,0.190476,0.4,0.5
outputs/japanese-50x50-allk-185d_output.txt,0.15625,0.0943396,0.4,0.5
outputs/japanese-50x50-allk-165d_output.txt,0.1625,0.264151,0.4,0.5
outputs/japanese-50x50-allk-99v_output.txt,0.8375,0.622642,0.4,0.5
