Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/japanese-50x50-allk-105d_output.txt,0.91875,0.641509,0.4,0.5
outputs/japanese-50x50-allk-150d_output.txt,0.85625,0.45283,0.4,0.5
outputs/mitchell-50x50-allk-10d_output.txt,0.344,0.119048,0.4,0.5
outputs/japanese-50x50-allk-130d_output.txt,0.88125,0.603774,0.4,0.5
outputs/japanese-50x50-allk-70d_output.txt,0.93125,0.660377,0.4,0.5
outputs/japanese-50x50-allk-35d_output.txt,0.91875,0.716981,0.4,0.5
outputs/japanese-50x50-allk-55d_output.txt,0.925,0.716981,0.4,0.5
outputs/mitchell-50x50-allk-125d_output.txt,0.336,0.214286,0.4,0.5
outputs/mitchell-50x50-allk-80d_output.txt,0.792,0.238095,0.4,0.5
outputs/japanese-50x50-allk-140d_output.txt,0.175,0.0566038,0.4,0.5
outputs/japanese-50x50-allk-195d_output.txt,0.1375,0.188679,0.4,0.5
outputs/mitchell-50x50-allk-115d_output.txt,0.632,0.166667,0.4,0.5
outputs/mitchell-50x50-allk-50d_output.txt,0.776,0.261905,0.4,0.5
outputs/japanese-50x50-allk-95d_output.txt,0.91875,0.566038,0.4,0.5
outputs/japanese-50x50-allk-120d_output.txt,0.9,0.54717,0.4,0.5
outputs/japanese-50x50-allk-190d_output.txt,0.1375,0.150943,0.4,0.5
outputs/japanese-50x50-allk-40d_output.txt,0.93125,0.660377,0.4,0.5
outputs/mitchell-50x50-allk-20d_output.txt,0.264,0.214286,0.4,0.5
outputs/japanese-50x50-allk-15d_output.txt,0.8125,0.45283,0.4,0.5
outputs/japanese-50x50-allk-205d_output.txt,0.125,0.207547,0.4,0.5
,,0.361030821053
