Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/filtered-50x50-400k-200d_output.txt,0.763761,0.296552,0.6,0.0
outputs/japanese-50x50-allk-110d_output.txt,0.91875,0.660377,0.6,0.0
outputs/mitchell-50x50-allk-105d_output.txt,0.792,0.214286,0.6,0.0
outputs/japanese-50x50-200k-100d_output.txt,0.91875,0.54717,0.6,0.0
outputs/mitchell-50x50-allk-40d_output.txt,0.496,0.214286,0.6,0.0
outputs/japanese-50x50-allk-100d_output.txt,0.89375,0.622642,0.6,0.0
outputs/japanese-50x50-allk-20d_output.txt,0.80625,0.660377,0.6,0.0
outputs/mitchell-50x50-allk-120d_output.txt,0.8,0.285714,0.6,0.0
outputs/japanese-50x50-allk-200d_output.txt,0.46875,0.150943,0.6,0.0
outputs/japanese-50x50-allk-75d_output.txt,0.93125,0.716981,0.6,0.0
outputs/japanese-50x50-allk-50d_output.txt,0.94375,0.641509,0.6,0.0
outputs/japanese-50x50-allk-85d_output.txt,0.93125,0.698113,0.6,0.0
outputs/mitchell-50x50-allk-110d_output.txt,0.816,0.214286,0.6,0.0
outputs/japanese-50x50-allk-175d_output.txt,0.78125,0.264151,0.6,0.0
outputs/mitchell-50x50-allk-45d_output.txt,0.672,0.142857,0.6,0.0
outputs/filtered-50x50-100k-50d_output.txt,0.385321,0.2,0.6,0.0
outputs/japanese-50x50-allk-30d_output.txt,0.9,0.811321,0.6,0.0
outputs/japanese-50x50-allk-180d_output.txt,0.825,0.301887,0.6,0.0
outputs/japanese-50x50-allk-80d_output.txt,0.9125,0.811321,0.6,0.0
outputs/japanese-50x50-allk-5d_output.txt,0.2625,0.283019,0.6,0.0
outputs/mitchell-50x50-allk-15d_output.txt,0.448,0.142857,0.6,0.0
outputs/japanese-50x50-allk-10d_output.txt,0.55,0.471698,0.6,0.0
outputs/mitchell-50x50-allk-5d_output.txt,0.32,0.261905,0.6,0.0
outputs/japanese-50x50-100k-50d_output.txt,0.9,0.754717,0.6,0.0
outputs/japanese-50x50-allk-210d_output.txt,0.2625,0.207547,0.6,0.0
outputs/japanese-50x50-allk-155d_output.txt,0.8,0.320755,0.6,0.0
outputs/japanese-50x50-allk-170d_output.txt,0.8,0.264151,0.6,0.0
outputs/japanese-50x50-allk-135d_output.txt,0.8375,0.54717,0.6,0.0
outputs/mitchell-50x50-allk-30d_output.txt,0.44,0.166667,0.6,0.0
outputs/japanese-50x50-allk-65d_output.txt,0.9375,0.754717,0.6,0.0
outputs/mitchell-50x50-allk-25d_output.txt,0.432,0.142857,0.6,0.0
outputs/mitchell-50x50-allk-65d_output.txt,0.672,0.261905,0.6,0.0
outputs/filtered-50x50-200k-100d_output.txt,0.681193,0.310345,0.6,0.0
