Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/mitchell-50x50-allk-100d_output.txt,0.744,0.190476,0.6,0.0
outputs/all-50x50-400k-200d_output.txt,0.707581,0.27027,0.6,0.0
outputs/japanese-50x50-allk-115d_output.txt,0.9,0.54717,0.6,0.0
outputs/japanese-50x50-allk-90d_output.txt,0.94375,0.622642,0.6,0.0
outputs/mitchell-50x50-allk-35d_output.txt,0.504,0.190476,0.6,0.0
outputs/mitchell-50x50-allk-85d_output.txt,0.752,0.238095,0.6,0.0
outputs/mitchell-50x50-allk-55d_output.txt,0.656,0.261905,0.6,0.0
outputs/mitchell-50x50-allk-90d_output.txt,0.784,0.190476,0.6,0.0
outputs/japanese-50x50-allk-145d_output.txt,0.8875,0.566038,0.6,0.0
outputs/japanese-50x50-allk-125d_output.txt,0.85625,0.584906,0.6,0.0
outputs/japanese-50x50-allk-160d_output.txt,0.81875,0.396226,0.6,0.0
outputs/mitchell-50x50-allk-75d_output.txt,0.816,0.190476,0.6,0.0
outputs/all-50x50-100k-50d_output.txt,0.252708,0.113514,0.6,0.0
outputs/japanese-50x50-allk-45d_output.txt,0.925,0.754717,0.6,0.0
outputs/all-50x50-200k-100d_output.txt,0.254513,0.2,0.6,0.0
outputs/japanese-50x50-allk-25d_output.txt,0.8875,0.641509,0.6,0.0
outputs/japanese-50x50-allk-60d_output.txt,0.93125,0.811321,0.6,0.0
outputs/mitchell-50x50-allk-60d_output.txt,0.792,0.0952381,0.6,0.0
outputs/mitchell-50x50-allk-95d_output.txt,0.8,0.190476,0.6,0.0
outputs/mitchell-50x50-allk-70d_output.txt,0.712,0.214286,0.6,0.0
outputs/japanese-50x50-allk-185d_output.txt,0.46875,0.150943,0.6,0.0
outputs/japanese-50x50-allk-165d_output.txt,0.84375,0.301887,0.6,0.0
outputs/japanese-50x50-allk-99v_output.txt,0.9125,0.716981,0.6,0.0
outputs/japanese-50x50-allk-105d_output.txt,0.9375,0.641509,0.6,0.0
outputs/japanese-50x50-allk-150d_output.txt,0.85,0.415094,0.6,0.0
outputs/mitchell-50x50-allk-10d_output.txt,0.352,0.309524,0.6,0.0
outputs/japanese-50x50-allk-130d_output.txt,0.8625,0.622642,0.6,0.0
outputs/japanese-50x50-allk-70d_output.txt,0.9375,0.773585,0.6,0.0
outputs/japanese-50x50-allk-35d_output.txt,0.89375,0.698113,0.6,0.0
outputs/japanese-50x50-allk-55d_output.txt,0.9125,0.773585,0.6,0.0
outputs/mitchell-50x50-allk-125d_output.txt,0.784,0.190476,0.6,0.0
outputs/mitchell-50x50-allk-80d_output.txt,0.768,0.309524,0.6,0.0
outputs/japanese-50x50-allk-140d_output.txt,0.875,0.509434,0.6,0.0
outputs/japanese-50x50-allk-195d_output.txt,0.80625,0.132075,0.6,0.0
outputs/mitchell-50x50-allk-115d_output.txt,0.776,0.214286,0.6,0.0
outputs/mitchell-50x50-allk-50d_output.txt,0.696,0.238095,0.6,0.0
outputs/japanese-50x50-allk-95d_output.txt,0.93125,0.716981,0.6,0.0
outputs/japanese-50x50-allk-120d_output.txt,0.90625,0.735849,0.6,0.0
outputs/japanese-50x50-allk-190d_output.txt,0.79375,0.132075,0.6,0.0
outputs/japanese-50x50-allk-40d_output.txt,0.925,0.735849,0.6,0.0
outputs/mitchell-50x50-allk-20d_output.txt,0.4,0.190476,0.6,0.0
outputs/japanese-50x50-allk-15d_output.txt,0.71875,0.54717,0.6,0.0
outputs/japanese-50x50-allk-205d_output.txt,0.35625,0.0943396,0.6,0.0
,,0.404813061842
