Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/mitchell-50x50-allk-100d_output.txt,0.752,0.166667,0.5,0.0
outputs/all-50x50-400k-200d_output.txt,0.707581,0.27027,0.6,0.0
outputs/japanese-50x50-allk-115d_output.txt,0.9,0.54717,0.6,0.0
outputs/japanese-50x50-allk-90d_output.txt,0.93125,0.679245,0.5,0.0
outputs/mitchell-50x50-allk-35d_output.txt,0.576,0.238095,0.5,0.0
outputs/mitchell-50x50-allk-85d_output.txt,0.792,0.166667,0.5,0.0
outputs/mitchell-50x50-allk-55d_output.txt,0.688,0.238095,0.5,0.0
outputs/mitchell-50x50-allk-90d_output.txt,0.8,0.166667,0.5,0.0
outputs/japanese-50x50-allk-145d_output.txt,0.8875,0.566038,0.6,0.0
outputs/japanese-50x50-allk-125d_output.txt,0.85625,0.584906,0.6,0.0
outputs/japanese-50x50-allk-160d_output.txt,0.81875,0.396226,0.6,0.0
outputs/mitchell-50x50-allk-75d_output.txt,0.752,0.285714,0.5,0.0
outputs/all-50x50-100k-50d_output.txt,0.252708,0.113514,0.6,0.0
outputs/japanese-50x50-allk-45d_output.txt,0.9125,0.660377,0.5,0.0
outputs/all-50x50-200k-100d_output.txt,0.254513,0.2,0.6,0.0
outputs/japanese-50x50-allk-25d_output.txt,0.85,0.603774,0.5,0.0
outputs/japanese-50x50-allk-60d_output.txt,0.88125,0.698113,0.5,0.0
outputs/mitchell-50x50-allk-60d_output.txt,0.608,0.166667,0.5,0.0
outputs/mitchell-50x50-allk-95d_output.txt,0.768,0.285714,0.5,0.0
outputs/mitchell-50x50-allk-70d_output.txt,0.8,0.333333,0.5,0.0
outputs/japanese-50x50-allk-185d_output.txt,0.8125,0.339623,0.5,0.0
outputs/japanese-50x50-allk-165d_output.txt,0.84375,0.301887,0.6,0.0
outputs/japanese-50x50-allk-99v_output.txt,0.84375,0.716981,0.5,0.0
outputs/japanese-50x50-allk-105d_output.txt,0.9375,0.641509,0.6,0.0
outputs/japanese-50x50-allk-150d_output.txt,0.85,0.415094,0.6,0.0
outputs/mitchell-50x50-allk-10d_output.txt,0.312,0.214286,0.5,0.0
outputs/japanese-50x50-allk-130d_output.txt,0.8625,0.622642,0.6,0.0
outputs/japanese-50x50-allk-70d_output.txt,0.9375,0.773585,0.5,0.0
outputs/japanese-50x50-allk-35d_output.txt,0.88125,0.679245,0.5,0.0
outputs/japanese-50x50-allk-55d_output.txt,0.95625,0.773585,0.5,0.0
outputs/mitchell-50x50-allk-125d_output.txt,0.808,0.214286,0.5,0.0
outputs/mitchell-50x50-allk-80d_output.txt,0.752,0.142857,0.5,0.0
outputs/japanese-50x50-allk-140d_output.txt,0.875,0.509434,0.6,0.0
outputs/japanese-50x50-allk-195d_output.txt,0.49375,0.132075,0.5,0.0
outputs/mitchell-50x50-allk-115d_output.txt,0.768,0.214286,0.5,0.0
outputs/mitchell-50x50-allk-50d_output.txt,0.632,0.238095,0.5,0.0
outputs/japanese-50x50-allk-95d_output.txt,0.93125,0.735849,0.5,0.0
outputs/japanese-50x50-allk-120d_output.txt,0.90625,0.735849,0.6,0.0
outputs/japanese-50x50-allk-190d_output.txt,0.6375,0.245283,0.5,0.0
outputs/japanese-50x50-allk-40d_output.txt,0.8625,0.622642,0.5,0.0
outputs/mitchell-50x50-allk-20d_output.txt,0.384,0.261905,0.5,0.0
outputs/japanese-50x50-allk-15d_output.txt,0.71875,0.54717,0.6,0.0
outputs/japanese-50x50-allk-205d_output.txt,0.8,0.150943,0.5,0.0
,,0.40709588
