Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/mitchell-50x50-allk-100d_output.txt,0.296,0.166667,0.8,0.5
outputs/all-50x50-400k-200d_output.txt,0.144404,0.151351,0.8,0.5
outputs/japanese-50x50-allk-115d_output.txt,0.14375,0.132075,0.8,0.5
outputs/japanese-50x50-allk-90d_output.txt,0.94375,0.679245,0.8,0.5
outputs/mitchell-50x50-allk-35d_output.txt,0.544,0.166667,0.8,0.5
outputs/mitchell-50x50-allk-85d_output.txt,0.0,0.0,0.8,0.5
outputs/mitchell-50x50-allk-55d_output.txt,0.72,0.214286,0.8,0.5
outputs/mitchell-50x50-allk-90d_output.txt,0.256,0.380952,0.8,0.5
outputs/japanese-50x50-allk-145d_output.txt,0.125,0.188679,0.8,0.5
outputs/japanese-50x50-allk-125d_output.txt,0.2125,0.132075,0.8,0.5
outputs/japanese-50x50-allk-160d_output.txt,0.15,0.113208,0.8,0.5
outputs/mitchell-50x50-allk-75d_output.txt,0.808,0.142857,0.8,0.5
outputs/all-50x50-100k-50d_output.txt,0.223827,0.151351,0.8,0.5
outputs/japanese-50x50-allk-45d_output.txt,0.88125,0.698113,0.8,0.5
outputs/all-50x50-200k-100d_output.txt,0.16065,0.194595,0.8,0.5
outputs/japanese-50x50-allk-25d_output.txt,0.85,0.679245,0.8,0.5
outputs/japanese-50x50-allk-60d_output.txt,0.925,0.622642,0.8,0.5
outputs/mitchell-50x50-allk-60d_output.txt,0.76,0.261905,0.8,0.5
outputs/mitchell-50x50-allk-95d_output.txt,0.0,0.0,0.8,0.5
outputs/mitchell-50x50-allk-70d_output.txt,0.568,0.214286,0.8,0.5
outputs/japanese-50x50-allk-185d_output.txt,0.11875,0.207547,0.8,0.5
outputs/japanese-50x50-allk-165d_output.txt,0.13125,0.169811,0.8,0.5
outputs/japanese-50x50-allk-99v_output.txt,0.15625,0.132075,0.8,0.5
outputs/japanese-50x50-allk-105d_output.txt,0.1375,0.169811,0.8,0.5
outputs/japanese-50x50-allk-150d_output.txt,0.1875,0.132075,0.8,0.5
outputs/mitchell-50x50-allk-10d_output.txt,0.264,0.214286,0.8,0.5
outputs/japanese-50x50-allk-130d_output.txt,0.125,0.207547,0.8,0.5
outputs/japanese-50x50-allk-70d_output.txt,0.93125,0.716981,0.8,0.5
outputs/japanese-50x50-allk-35d_output.txt,0.9375,0.735849,0.8,0.5
outputs/japanese-50x50-allk-55d_output.txt,0.94375,0.735849,0.8,0.5
outputs/mitchell-50x50-allk-125d_output.txt,0.24,0.285714,0.8,0.5
outputs/mitchell-50x50-allk-80d_output.txt,0.744,0.119048,0.8,0.5
outputs/japanese-50x50-allk-140d_output.txt,0.1625,0.113208,0.8,0.5
outputs/japanese-50x50-allk-195d_output.txt,0.14375,0.132075,0.8,0.5
outputs/mitchell-50x50-allk-115d_output.txt,0.256,0.190476,0.8,0.5
outputs/mitchell-50x50-allk-50d_output.txt,0.632,0.285714,0.8,0.5
outputs/japanese-50x50-allk-95d_output.txt,0.14375,0.132075,0.8,0.5
outputs/japanese-50x50-allk-120d_output.txt,0.14375,0.132075,0.8,0.5
outputs/japanese-50x50-allk-190d_output.txt,0.15625,0.0754717,0.8,0.5
outputs/japanese-50x50-allk-40d_output.txt,0.9125,0.716981,0.8,0.5
outputs/mitchell-50x50-allk-20d_output.txt,0.392,0.190476,0.8,0.5
outputs/japanese-50x50-allk-15d_output.txt,0.65625,0.509434,0.8,0.5
outputs/japanese-50x50-allk-205d_output.txt,0.2,0.0566038,0.8,0.5
,,0.2784453
