@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
-0.0686676876079, 0.0711431764496, 0.0287325456596, -0.00917030330416, -0.0246375742628, 0.0531497992293, 0.040627328124, 0.00485515605355, -0.0673103963745, -0.0322229782794, neutral
0.0875154709211, -0.131373923952, 0.0717422288535, -0.0487914915483, 0.0568635076115, 0.0429073157612, -0.126755319449, -0.0759129052073, 0.111938539279, 0.0762718141888, neutral
-0.0473002978843, -0.0193503275377, -0.0421398296936, 0.0384894911708, -0.00762259816389, -0.0658151610671, 0.0108520443309, -0.1240139087, -0.0567237715462, 0.0360318336704, angry
-0.0749270298912, 0.0578959132148, -0.019831519748, -0.0352152130423, -0.0340483107608, 0.0723764950146, 0.0841136047524, 0.0787147967629, 0.0508795699235, -0.0598038130742, neutral
0.048719489639, 0.0281650872454, 0.0521290639991, -0.00870017276641, 0.0291272173422, -0.00571753713892, 0.113394743869, 0.0241805668825, 0.0935819228722, 0.0141663096619, sad
-0.08694759901, 0.0641744595649, -0.00543465577117, 0.0831227493058, -0.135332610804, 0.0199422678789, -0.0349087512169, -0.0970209018933, 0.11347980627, -0.0118923913418, sad
0.0466711536093, -0.248375885817, -0.0138401363809, 0.016790851689, -0.102814872259, -0.0886140867537, -0.0121639114685, -0.0358968687169, 0.0502165881736, -0.0427599253555, angry
-0.0927141941335, 0.0425381911487, -0.012815983377, 0.0152304463235, 0.00871522124237, 0.0993164170826, -0.0223568264324, 0.0396755758894, -0.0403212164455, -0.133782604024, angry
0.119433476126, -0.00210756567448, 0.0516868784813, -0.138937963438, 0.0195862107111, -0.0612681341722, 0.0283210205924, 0.0127332227789, -0.096399146772, -0.0545771483639, angry
0.0870543374517, -0.0117451064262, 0.0882792192777, 0.01248319964, -0.1501191588, -0.00328106880423, 0.0717512141569, 0.0249805332699, -0.156085162657, 0.0175119784206, neutral
-0.0678271555424, 0.095536788945, 0.0651068773427, -0.0641555852108, -0.0852521048741, -0.0245957406073, -0.17824540226, -0.038985511533, -0.0514552854625, -0.128179650119, angry
0.0809941770715, -0.0339512477768, 0.0390107064193, -0.0574934138944, -0.0387041771932, 0.0086742109719, -0.0238945718351, 0.0838400405175, -0.00159555007879, 0.0503809758205, happy
0.0856139621601, 0.0613668916534, 0.0689867613085, -0.0313252074061, 0.0650951019253, -0.117442836024, 0.0554592315718, 0.000636391103202, 0.0602695086042, 0.0821708751278, happy
0.090154916668, 0.0965828144485, 0.0960261428194, -0.0703087183863, 0.0588652924834, -0.0337910092585, -0.0143591092457, -0.0983450266201, 0.0715989239944, -0.120001831332, angry
0.0962754937716, 0.0739321221364, -0.19578026328, 0.00879254890179, -0.0146023439617, -0.06983804906, -0.0635712156594, -0.0254055988459, 0.0122324792811, 0.0313343075164, angry
0.0806984953641, -0.144981340236, 0.0267254039444, -0.117603572916, 0.0707514115022, 0.0798700378099, -0.0275277396584, -0.0450959725544, -0.00202101247262, -0.00841035068053, angry
0.0872856239374, -0.0180100582283, 0.0414687833837, -0.0711629656805, -0.0156972155099, -0.0213392662625, -0.0237970937949, 0.0959874008154, 0.0207282392866, 0.0339828741784, angry
-0.0754926696373, 0.0113350438961, 0.00940437698562, -0.063346119464, -0.0543826585992, 0.0307181266316, -0.043533842888, 0.0469535173601, -0.0549563396037, 0.197864530606, happy
-0.060684741869, 0.0977624396697, -0.15601487822, 0.0524551980483, -0.0312362425037, 0.0386916498882, 0.0715899748006, -0.0279277397088, 0.0611283451204, 0.00507777911397, angry
0.0986806911447, 0.130561300663, -0.225133530585, 0.0246572821932, 0.155076865089, 0.0177989014477, 0.0544999291801, 0.0765295786142, -0.0465009384164, 0.0301558320603, sad
-0.0544534069219, 0.00123998329578, -0.0584319910791, 0.00366708779756, 0.00758679101864, -0.0555847458678, -0.0139097561815, -0.0993956755375, -0.177960744213, 0.0129937193738, sad
-0.0790318077093, -0.0139030038336, 0.00246721743313, -0.0398120498855, -0.0157849003163, -0.00493370636682, -0.0914370646228, 0.182455325577, 0.0124888486968, 0.167468627169, angry
-0.0811149889461, 0.0126349215619, 0.0323176173927, -0.0268017904373, -0.0264012348375, -0.0230574726003, -0.0630566765536, 0.0625396772745, -0.158583244907, 0.0749174822637, neutral
0.0628869785871, 0.0625857343437, 0.0700480485644, 0.0400312101278, 0.0506724051523, 0.0366168602689, 0.0308803440791, -0.0866569100256, -0.0401454170447, -0.0431300479631, happy
-0.0643020952939, 0.040044609279, 0.0128552667381, -0.0446047323813, -0.0242623284759, 0.0159162578985, 0.0316822749537, -0.00264219507232, -0.0698207670059, 0.0949681824517, sad
0.102855242816, -0.000250298785615, -0.215880527002, 0.113499494635, -0.0486141586103, -0.00420622464969, -0.0526364604577, 0.0962724669973, 0.1076258678, 0.0390670233196, neutral
-0.0829297349628, 0.0290973977095, 0.0260504884522, 0.0402043705405, -0.0477204816819, -0.0146272561925, -0.0172107882769, -0.0609483300318, 0.0200093947513, 0.053350680532, neutral
-0.0834325748839, 0.0368062137356, 0.00405149679337, 0.0230593079303, -0.0147333241663, 0.0184718578861, 0.07375320585, -0.0930373164514, 0.116590414584, 0.0703044357934, angry
0.0623074519262, 0.0323681103576, -0.177665828971, 0.050538438369, -0.0101054045639, 0.0468709969776, 0.0329269323351, -0.114883812047, -0.0921811765987, 0.0639229145009, angry
-0.073702184857, 0.00555627919843, -0.0157763763886, 0.04599058777, -0.0621140204291, 0.0540580724603, 0.0935968650684, 0.03134295867, 0.00246977123942, -0.109610961842, angry
0.0530678388499, 0.0335474196569, 0.0604406563374, 0.0346494055547, -0.00366607069328, 0.0146770369538, 0.084592288323, -0.0240830820292, 0.0991696584023, 0.0381923511333, angry
-0.0829603573013, 0.0896706002587, 0.0274266224215, -0.100887978326, 0.0128554943078, -0.0509960728288, 0.00664127797487, -0.0800839463119, 0.0198519044844, 0.00418124795497, neutral
-0.0790940823142, 0.103796309078, 0.0593574556753, 0.0438243585365, 0.019231942323, 0.00237855515885, -0.0593012360461, -0.11750568281, -0.0262236639751, -0.040785319503, angry
0.0839029518052, 0.0513884356288, -0.111806199682, -0.119762368406, 0.0160352375839, -0.0445067331431, 0.0944659193403, -0.111341213706, 0.0172655975931, -0.0538792118188, neutral
0.0765441474732, 0.0512294132495, 0.0918447670838, 0.0112320370482, 0.0258430931844, -0.0995908274212, -0.0340684704286, 0.0131913495344, 0.037438840127, 0.0870083116385, neutral
0.0597787239114, 0.0278895619187, 0.0393388669232, -0.034327028041, -0.0230900530699, 0.0270143414811, 0.123830031285, 0.0474982027622, 0.0832471844822, 0.0189761341278, neutral
-0.0793701466078, 0.107402748705, 0.00852394427617, -0.0829565869658, -0.00688559140604, -0.0646915162752, 0.0296995200685, -0.125091373587, 0.112451215799, 0.0223277122293, angry
-0.091684643936, -0.118833727972, -0.0515687438243, -0.0483197703729, 0.0678762852665, 0.190726429012, 0.0540477157207, -0.098844826157, -0.0134835320573, 0.0841937856421, neutral
0.0724960438463, 0.0543094901909, 0.0747827775721, 0.0830670781683, -0.0130253583522, 0.0299530648517, 0.00394552501688, -0.0594239174188, -0.0668946128234, -0.0289949901821, neutral
0.00164235668568, 0.0119081839991, 0.11685206947, 0.203274658562, 0.224211512541, -0.0184336934995, -0.0550763813716, 0.114956167749, 0.107551518055, -0.0534848582891, angry
-0.0766529924553, -0.0375355242995, 0.0115729455488, 0.00118001950231, -0.00233687152986, -0.0580108369194, -0.113122902002, 0.18862445674, -0.129813505709, 0.0748877007196, neutral
-0.081994868785, 0.100397379843, 0.0229840503126, -0.079064584981, -0.00384519527042, -0.089793835999, 0.00406769565137, -0.135445526355, 0.0650502772195, 0.00833331912866, sad
0.103697705311, -0.0415524317706, -0.029960321584, -0.177156640442, 0.123403146457, -0.0566091233027, 0.0805028347901, -0.0135102626831, -0.11336133174, -0.0924834855233, neutral
-0.069589085788, -0.0375745711678, -0.0771655626329, -0.0215401289837, 0.0565671096451, -0.166227750537, 0.0574854796441, 0.0458293754892, -0.129977127542, 0.0127807729064, angry
-0.123621300473, -0.000437695433791, 0.0587476977854, 0.290470184146, 0.143331135618, -0.0141157083196, 0.0639883514912, 0.0431689826039, -0.101815762907, 0.0344603600872, sad
-0.0944545304589, -0.125970721315, -0.0697218559925, -0.0206627752943, 0.0724778508164, 0.201971080219, 0.00163046510266, -0.0604715171331, -0.0428996849596, -0.0221367385776, sad
0.0842656096818, -0.00447229108359, 0.0913485627146, -0.00797541438967, -0.0585257367221, 0.0445340274541, 0.00422504187115, 0.124385290308, -0.10052295426, 0.152902132547, sad
-0.0643668045962, 0.0637455646652, -0.0183933576808, -0.0327554338746, -0.099699231685, 0.0703452393976, 0.0756768660385, 0.0378528915111, 0.0482865189197, -0.00384931089291, angry
-0.0800901193602, 0.0252681291955, 0.000388574686548, 0.0558108828322, -0.0595301956744, 0.0833076991131, 0.0526354828279, -0.0124447206367, 0.0378656619776, -0.036342784016, sad
-0.0801718053835, 0.0414095893644, 0.0233329035012, -0.0840599305275, -0.0592724482021, 0.0346628399703, 0.0556068886811, -0.0139919182037, -0.0391450416961, 0.00390743260388, sad
0.020530673431, -0.159300384406, 0.025723445563, -0.0397429191067, 0.0479580541918, 0.125905077376, 0.00342473360937, -0.0366178586721, -0.075898880421, 0.0189652230549, neutral
0.127353936204, 0.0800122342084, 0.101680920862, -0.0905802419869, -0.0215262722094, 0.0186923194865, 0.0218540575278, -0.0827229559579, -0.00375285959796, -0.0476943783745, neutral
0.0783294904485, 0.0687417570238, 0.0967454402934, 0.0340828647357, 0.0762496926042, -0.0893726105176, -0.0508895004727, -0.0358508276168, 0.0477638031155, 0.0219992543988, angry
0.0841815464814, -0.0157133928761, 0.0908860148564, 0.0097002636088, -0.14684890158, -0.00133340266534, 0.0701386681833, 0.0435244799423, -0.127255456373, 0.00392915850258, sad
0.0656821963296, -0.00460966232282, 0.0348947318395, 0.073440710792, -0.0639834192998, 0.0701172272257, 0.0815381876016, -0.0318259924392, 0.0188287089626, 0.00228586260275, happy
0.0551579061337, -0.0115658196507, 0.0961298336343, 0.130614791607, -0.124397680008, -0.0058157183135, -0.123838355403, -0.0614220677176, -0.018967423737, 0.0347891683015, angry
0.0218119805448, 0.0203468269519, -0.00164016192695, -0.00383297699903, -0.0113961141926, -0.0123835483152, 0.112631294513, 0.0651794359024, 0.0522915745177, -0.0844377279643, angry
-0.0781287247168, 0.0407043383861, 0.0203584145226, -0.0776820974467, -0.0524403387411, 0.0789289898862, 0.0651324954495, 0.0115998183392, -0.0687641667397, -0.0738021680354, neutral
0.059660755459, 0.0237441600678, -0.156576530291, 0.0354688347327, 0.0120428707933, 0.0650287435549, -0.00189981502537, -0.0934649439307, -0.0493698082166, 0.0337694654046, sad
-0.0737710731778, -0.0171732096219, -0.00866421664096, 0.0585190508215, -0.0689958794268, 0.0311592040286, 0.0704987797232, 0.0441530657815, -0.0411804779605, -0.0932833662668, sad
