@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0797419919056, 0.0521349764826, -0.0218413373874, 0.0419069647151, -0.0257248637606, 0.0190501420406, -0.0449526015403, 0.0185477137712, 0.0142596908082, -0.0490486897741, neutral
-0.149917407884, -0.0290678217926, 0.0380668044132, -0.062782018165, -0.066109981926, -0.0450724662329, -0.000549485667576, -0.0711907407954, 0.0170605251141, 0.133994388254, neutral
0.0406584935662, -0.0221438666298, 0.0106467355717, 0.00332774846727, 0.0677505841247, -0.051724601124, -0.0921148716453, 0.0374685247681, 0.0933585605726, 0.0773713122201, angry
0.0948738324417, -0.00680113254429, 0.00408547143747, 0.0773825352998, -0.00292024814087, 0.102662355042, 0.079239775488, 0.0545117010634, 0.0115494943935, -0.0128669281953, neutral
-0.0573181398192, 0.0925117596437, 0.0460628383904, 0.0385090906686, 0.0519914085783, 0.0884125798661, 0.0824418120869, -0.0424553972608, -0.00875604566205, -0.0528354641534, sad
0.0996838120404, 0.00177829397274, -0.055555089014, 0.115454139066, 0.0604413956452, -0.112013218215, 0.0422723856681, 0.0329490613079, 0.113787295265, 0.0706511143466, sad
-0.136824925402, -0.17261090625, -0.118351772637, -0.0459618943879, 0.0676820996083, -0.0598390952673, -0.0395656581978, 0.0364001714304, -0.0309161505377, 0.0773375273814, angry
0.0985141510769, -0.0158340520004, 0.010118556538, 0.0665859011581, -0.0692366603619, -0.0173465195486, 0.0171040015293, 0.129710834153, 0.073463064656, -0.0660085705926, angry
-0.10201849795, 0.0114825825613, 0.058605403275, -0.0513554207821, 0.011253607334, 0.0696490895279, -0.0887518360934, -0.00342537680285, -0.0137699930671, -0.101144525518, angry
-0.0797528434986, 0.0282580784319, -0.136615470637, 0.0636054724327, 0.0299120637208, 0.0416547731778, -0.0824843139671, 0.0416898587467, -0.0371194320936, -0.0738980353705, neutral
0.0686226414555, 0.0659890515199, 0.0144825559991, 0.00703838039398, 0.00074754497564, -0.128299629074, -0.0486031700824, -0.0989616176874, -0.195320652349, -0.109185380608, angry
-0.0931993674707, -0.00826965909256, 0.0082484543081, 0.00956369194273, 0.0183948642076, 0.0347755871629, 0.0401978244128, -0.04556799049, 0.0984311806797, -0.0792516160476, happy
-0.0636571188521, 0.11272413486, 0.0581310959904, -0.0830055459688, 0.129813623483, 0.0637616436803, 0.0144594352151, -0.0140906850432, 0.157546169813, 0.0785209074081, happy
-0.0422869914214, 0.139072756223, 0.0787538425137, 0.0151315349079, 0.074642143828, -0.00980082452274, -0.0338999799379, -0.00203865507749, -0.0823886187463, 0.0368291601784, angry
-0.00732272168168, -0.0635738123379, 0.162473866117, 0.0400183792609, 0.114437210418, -0.107547382462, 0.0213111512207, 0.0152359208598, 0.0722541388892, 0.0295409311334, angry
-0.139559799068, -0.0696688366107, 0.0833447506876, -0.0498504950101, -0.0773254217646, 0.0498916748534, -0.0539174551759, -0.00295906154742, 0.0539586586903, 0.00674974098545, angry
-0.092120045084, 0.00350164017528, 0.0356794122757, -0.0137400307438, 0.0359555315915, 0.0324710415264, 0.0550848277538, -0.0405452429454, 0.100299566143, -0.0735975535614, angry
0.0875098092544, -0.0244293564904, -0.0700544104503, -0.0334353199265, -0.0253030108884, 0.0490159327066, -0.0308178613957, -0.159355225068, 0.10177618744, -0.0227711723446, happy
0.120204089849, -0.0363098983, 0.0249259186226, 0.0603810700085, 0.00851784996301, 0.00225721847568, 0.0885780215132, 0.153518782011, -0.0717167456149, 0.146622202104, angry
0.0252903561987, 0.0120719100096, 0.264328292907, -0.0123499475157, -0.0236719336663, 0.0662406609753, 0.0781421231689, 0.16667453708, 0.0223678255301, 0.0124014125709, sad
0.0603394997955, -0.0397492901746, 0.0028819905053, -0.00556737339151, 0.0209158176079, -0.00737761137012, -0.115267184454, 0.0487628473799, 0.0540542869178, -0.0043155839851, sad
0.0700919983779, -0.0355985058606, -0.0738701050828, -0.0876144440735, -0.0300544659597, 0.0504806071955, 0.0996339511303, -0.189902693928, 0.0777795154128, -0.0539538894651, angry
